Transaction_ID,Vehicle_ID,Permit_ID,Parking_Space_ID,Zone_ID,Zone_Name,Zone_Type,Event_Time,System_Time_Stamp,Permit_Start_Time,Permit_End_Time,Permit_Status,Occupancy_Status,Violation_Type,Violation_Status,Fine_Amount,Created_At,Updated_At
T127162,V35448,P86145,S6556,Z007,Student Housing,Campus,2025-11-02 15:40:28,2025-11-02 15:42:47,2025-10-24 13:40:28,2025-11-09 01:40:28,Active,Occupied,Loading Zone Misuse,Appealed,65,2025-11-02 14:45:28,2025-11-02 15:42:47
T127163,V27688,P66657,S2438,Z006,Civic Center,Commercial,2026-02-17 19:49:25,2026-02-17 19:52:16,2026-02-09 11:49:25,2026-02-20 02:49:25,Active,Occupied,Loading Zone Misuse,Paid,75,2026-02-17 19:04:25,2026-02-17 19:52:16
T127164,V37955,P24118,S9053,Z002,Campus East,Campus,2025-12-25 04:31:19,2025-12-25 04:31:25,2025-12-10 05:31:19,2026-01-02 06:31:19,Active,Occupied,,Closed,0,2025-12-25 04:10:19,2025-12-25 04:31:25
T127165,V61807,P93047,S3905,Z004,Transit Hub,Commercial,2026-01-28 22:28:41,2026-01-28 22:32:28,2025-11-09 22:28:41,2026-01-25 08:28:41,Expired,Occupied,,Closed,0,2026-01-28 21:16:41,2026-01-28 22:32:28
T127166,V34408,P85270,S7731,Z002,Campus East,Campus,2025-11-28 01:13:06,2025-11-28 01:13:18,2025-11-10 03:13:06,2025-12-21 17:13:06,Active,Occupied,No Permit,Paid,60,2025-11-27 23:35:06,2025-11-28 01:13:18
T127167,V31268,P93730,S9758,Z006,Civic Center,Commercial,2025-12-05 00:25:02,2025-12-05 00:28:49,2025-11-05 09:25:02,2026-01-13 02:25:02,Active,Occupied,,Closed,0,2025-12-04 23:32:02,2025-12-05 00:28:49
T127168,V25930,P90954,S8945,Z002,Campus East,Campus,2025-12-14 20:15:21,2025-12-14 20:16:51,2025-12-04 04:15:21,2026-01-05 08:15:21,Active,Occupied,,Closed,0,2025-12-14 19:00:21,2025-12-14 20:16:51
T127169,V61210,P67827,S8276,Z002,Campus East,Campus,2025-11-30 03:13:08,2025-11-30 03:16:20,2025-11-27 19:13:08,2025-12-27 14:13:08,Active,Occupied,,Closed,0,2025-11-30 01:30:08,2025-11-30 03:16:20
T127170,V86687,P92671,S3180,Z001,Downtown Core,Commercial,2026-02-22 23:03:18,2026-02-22 23:06:00,2026-01-28 12:03:18,2026-04-02 07:03:18,Active,Occupied,,Closed,0,2026-02-22 21:35:18,2026-02-22 23:06:00
T127171,V14987,P55116,S2038,Z004,Transit Hub,Commercial,2025-12-13 20:56:32,2025-12-13 20:57:29,2025-11-21 07:56:32,2026-01-18 15:56:32,Active,Occupied,,Closed,0,2025-12-13 20:22:32,2025-12-13 20:57:29
T127172,V60390,P24872,S9985,Z002,Campus East,Campus,2025-12-16 19:59:54,2025-12-16 20:02:16,2025-11-13 19:59:54,2025-12-14 19:59:54,Expired,Occupied,,Closed,0,2025-12-16 19:08:54,2025-12-16 20:02:16
T127173,V88966,P21408,S9578,Z001,Downtown Core,Commercial,2025-12-18 20:37:22,2025-12-18 20:41:00,2025-12-15 18:37:22,2025-12-28 19:37:22,Active,Occupied,,Closed,0,2025-12-18 20:16:22,2025-12-18 20:41:00
T127174,V97672,P73627,S5830,Z001,Downtown Core,Commercial,2026-02-09 20:07:58,2026-02-09 20:11:43,2026-01-12 14:07:58,2026-02-11 14:07:58,Active,Occupied,Expired Meter,Paid,55,2026-02-09 18:49:58,2026-02-09 20:11:43
T127175,V60125,P51427,S5242,Z008,Old Town,Mixed Use,2025-12-02 18:12:36,2025-12-02 18:13:41,2025-11-06 21:12:36,2025-12-10 18:12:36,Active,Occupied,,Closed,0,2025-12-02 17:56:36,2025-12-02 18:13:41
T127176,V82284,P64941,S4171,Z003,Residential North,Residential,2026-01-16 08:11:21,2026-01-16 08:15:07,2026-01-07 11:11:21,2026-01-21 04:11:21,Active,Occupied,,Closed,0,2026-01-16 06:16:21,2026-01-16 08:15:07
T127177,V56191,P38593,S8240,Z003,Residential North,Residential,2026-01-09 12:58:28,2026-01-09 13:00:20,2025-12-28 09:58:28,2026-02-21 15:58:28,Active,Occupied,,Closed,0,2026-01-09 12:41:28,2026-01-09 13:00:20
T127178,V69754,P47112,S7296,Z007,Student Housing,Campus,2025-12-19 01:48:09,2025-12-19 01:49:15,2025-12-13 07:48:09,2026-01-27 22:48:09,Active,Occupied,,Closed,0,2025-12-19 00:03:09,2025-12-19 01:49:15
T127179,V44023,P46613,S7214,Z006,Civic Center,Commercial,2026-01-23 06:24:09,2026-01-23 06:25:21,2026-01-14 15:24:09,2026-02-18 13:24:09,Active,Occupied,,Closed,0,2026-01-23 04:37:09,2026-01-23 06:25:21
T127180,V62220,P17661,S3458,Z004,Transit Hub,Commercial,2025-12-08 19:50:28,2025-12-08 19:50:58,2025-09-16 19:50:28,2025-12-08 15:50:28,Expired,Occupied,,Closed,0,2025-12-08 18:18:28,2025-12-08 19:50:58
T127181,V97343,P64061,S8563,Z003,Residential North,Residential,2025-12-01 20:23:55,2025-12-01 20:27:09,2025-11-25 16:23:55,2026-01-04 20:23:55,Active,Vacant,Overtime Parking,Paid,40,2025-12-01 18:40:55,2025-12-01 20:27:09
T127182,V71886,P16535,S8647,Z006,Civic Center,Commercial,2026-01-23 16:55:23,2026-01-23 16:56:57,2026-01-14 06:55:23,2026-02-20 19:55:23,Active,Occupied,,Closed,0,2026-01-23 15:44:23,2026-01-23 16:56:57
T127183,V12611,P29970,S3377,Z004,Transit Hub,Commercial,2025-12-14 07:02:05,2025-12-14 07:04:44,2025-12-03 17:02:05,2025-12-22 01:02:05,Active,Vacant,,Closed,0,2025-12-14 06:59:05,2025-12-14 07:04:44
T127184,V60978,P25453,S9336,Z006,Civic Center,Commercial,2025-12-08 07:15:25,2025-12-08 07:17:41,2025-11-12 07:15:25,2025-12-09 16:15:25,Active,Occupied,Expired Meter,Paid,55,2025-12-08 06:44:25,2025-12-08 07:17:41
T127185,V67997,P14566,S7399,Z007,Student Housing,Campus,2026-02-13 23:48:33,2026-02-13 23:49:56,2026-01-25 15:48:33,2026-02-28 08:48:33,Active,Occupied,,Closed,0,2026-02-13 23:20:33,2026-02-13 23:49:56
T127186,V99422,P87113,S5757,Z007,Student Housing,Campus,2026-01-27 00:07:32,2026-01-27 00:08:04,2026-01-19 10:07:32,2026-03-06 06:07:32,Active,Occupied,,Closed,0,2026-01-26 22:45:32,2026-01-27 00:08:04
T127187,V99474,P23277,S1351,Z001,Downtown Core,Commercial,2026-01-06 10:53:12,2026-01-06 10:56:29,2025-10-14 10:53:12,2026-01-02 15:53:12,Expired,Occupied,,Closed,0,2026-01-06 09:26:12,2026-01-06 10:56:29
T127188,V56728,P60181,S4483,Z001,Downtown Core,Commercial,2025-11-30 03:47:14,2025-11-30 03:48:35,2025-11-12 06:47:14,2025-12-06 14:47:14,Active,Occupied,,Closed,0,2025-11-30 01:55:14,2025-11-30 03:48:35
T127189,V18689,P33933,S3407,Z004,Transit Hub,Commercial,2025-12-12 05:52:22,2025-12-12 05:56:13,2025-11-26 04:52:22,2026-01-25 07:52:22,Active,Occupied,No Permit,Issued,70,2025-12-12 04:27:22,2025-12-12 05:56:13
T127190,V67269,P66793,S3652,Z006,Civic Center,Commercial,2026-02-05 16:26:32,2026-02-05 16:27:18,2026-02-03 06:26:32,2026-02-13 19:26:32,Active,Vacant,,Closed,0,2026-02-05 14:47:32,2026-02-05 16:27:18
T127191,V91231,P90599,S4860,Z006,Civic Center,Commercial,2026-01-21 04:15:13,2026-01-21 04:18:02,2026-01-02 18:15:13,2026-02-27 20:15:13,Active,Vacant,Overtime Parking,Paid,50,2026-01-21 02:43:13,2026-01-21 04:18:02
T127192,V25518,P64436,S6053,Z003,Residential North,Residential,2026-01-18 19:56:16,2026-01-18 19:59:53,2026-01-11 18:56:16,2026-02-20 13:56:16,Active,Occupied,,Closed,0,2026-01-18 18:36:16,2026-01-18 19:59:53
T127193,V42231,P91348,S3316,Z003,Residential North,Residential,2026-01-15 23:00:10,2026-01-15 23:03:42,2026-01-15 03:00:10,2026-01-19 19:00:10,Active,Occupied,,Closed,0,2026-01-15 21:08:10,2026-01-15 23:03:42
T127194,V85768,P65009,S7916,Z004,Transit Hub,Commercial,2025-11-13 06:04:30,2025-11-13 06:05:50,2025-11-05 14:04:30,2025-12-05 05:04:30,Active,Occupied,Expired Meter,Paid,55,2025-11-13 04:45:30,2025-11-13 06:05:50
T127195,V57798,P72968,S9285,Z005,Riverfront,Mixed Use,2025-12-27 05:05:11,2025-12-27 05:06:59,2025-12-17 15:05:11,2026-02-02 13:05:11,Active,Occupied,No Permit,Paid,60,2025-12-27 04:54:11,2025-12-27 05:06:59
T127196,V28617,P31306,S2735,Z003,Residential North,Residential,2025-12-08 03:33:58,2025-12-08 03:35:15,2025-11-18 09:33:58,2026-01-22 14:33:58,Active,Vacant,,Closed,0,2025-12-08 01:50:58,2025-12-08 03:35:15
T127197,V21723,P69629,S4575,Z002,Campus East,Campus,2025-11-02 20:51:27,2025-11-02 20:54:46,2025-10-14 07:51:27,2025-12-18 02:51:27,Active,Occupied,,Closed,0,2025-11-02 20:22:27,2025-11-02 20:54:46
T127198,V52186,P76103,S3364,Z003,Residential North,Residential,2025-11-29 13:18:12,2025-11-29 13:19:40,2025-11-18 02:18:12,2026-01-03 20:18:12,Active,Occupied,No Permit,Paid,60,2025-11-29 11:57:12,2025-11-29 13:19:40
T127199,V17198,P41313,S3591,Z005,Riverfront,Mixed Use,2026-01-20 21:13:27,2026-01-20 21:14:10,2025-12-23 13:13:27,2026-02-28 23:13:27,Active,Occupied,,Closed,0,2026-01-20 20:01:27,2026-01-20 21:14:10
T127200,V25130,P38139,S5195,Z006,Civic Center,Commercial,2026-02-01 06:15:38,2026-02-01 06:16:20,2025-11-08 06:15:38,2026-01-30 00:15:38,Expired,Occupied,Expired Meter,Paid,55,2026-02-01 05:57:38,2026-02-01 06:16:20
T127201,V63290,P32950,S2470,Z001,Downtown Core,Commercial,2025-11-10 00:39:23,2025-11-10 00:42:08,2025-08-14 00:39:23,2025-11-07 05:39:23,Expired,Vacant,,Closed,0,2025-11-10 00:16:23,2025-11-10 00:42:08
T127202,V49084,P33296,S2783,Z008,Old Town,Mixed Use,2026-02-16 03:16:44,2026-02-16 03:16:53,2026-01-24 19:16:44,2026-03-27 18:16:44,Active,Occupied,,Closed,0,2026-02-16 03:10:44,2026-02-16 03:16:53
T127203,V29030,P59713,S9342,Z008,Old Town,Mixed Use,2025-11-18 07:31:58,2025-11-18 07:34:06,2025-10-27 07:31:58,2025-11-23 07:31:58,Suspended,Occupied,,Closed,0,2025-11-18 06:16:58,2025-11-18 07:34:06
T127204,V60907,P37259,S4599,Z001,Downtown Core,Commercial,2025-12-21 00:09:45,2025-12-21 00:13:01,2025-12-07 21:09:45,2026-01-17 20:09:45,Active,Occupied,,Closed,0,2025-12-20 23:22:45,2025-12-21 00:13:01
T127205,V19528,P74504,S3329,Z006,Civic Center,Commercial,2025-11-04 12:13:27,2025-11-04 12:13:52,2025-10-05 08:13:27,2025-12-18 08:13:27,Active,Occupied,,Closed,0,2025-11-04 10:18:27,2025-11-04 12:13:52
T127206,V10578,P36142,S5769,Z001,Downtown Core,Commercial,2026-01-18 20:12:15,2026-01-18 20:14:02,2026-01-15 06:12:15,2026-02-23 08:12:15,Active,Occupied,Expired Meter,Appealed,55,2026-01-18 19:49:15,2026-01-18 20:14:02
T127207,V72959,P18536,S6574,Z003,Residential North,Residential,2025-12-30 04:10:23,2025-12-30 04:11:18,2025-12-25 09:10:23,2026-01-29 18:10:23,Active,Occupied,,Closed,0,2025-12-30 02:47:23,2025-12-30 04:11:18
T127208,V11264,P83988,S3312,Z007,Student Housing,Campus,2025-11-17 17:16:57,2025-11-17 17:18:29,2025-10-29 03:16:57,2025-12-11 02:16:57,Active,Occupied,,Closed,0,2025-11-17 15:51:57,2025-11-17 17:18:29
T127209,V38519,P64139,S7369,Z001,Downtown Core,Commercial,2025-11-29 14:07:56,2025-11-29 14:10:20,2025-11-14 11:07:56,2026-01-09 04:07:56,Active,Vacant,,Closed,0,2025-11-29 12:28:56,2025-11-29 14:10:20
T127210,V35903,P77712,S6526,Z007,Student Housing,Campus,2025-11-16 16:27:15,2025-11-16 16:28:49,2025-10-26 20:27:15,2025-11-22 08:27:15,Active,Occupied,No Permit,Issued,60,2025-11-16 15:13:15,2025-11-16 16:28:49
T127211,V57707,P32848,S7269,Z005,Riverfront,Mixed Use,2026-01-18 01:38:30,2026-01-18 01:41:30,2026-01-10 11:38:30,2026-02-08 05:38:30,Active,Occupied,Expired Meter,Paid,45,2026-01-18 00:56:30,2026-01-18 01:41:30
T127212,V16084,P49922,S3683,Z007,Student Housing,Campus,2026-01-05 01:00:12,2026-01-05 01:04:07,2025-12-26 00:00:12,2026-02-10 10:00:12,Active,Occupied,,Closed,0,2026-01-05 00:08:12,2026-01-05 01:04:07
T127213,V95036,P35357,S9644,Z005,Riverfront,Mixed Use,2025-11-28 12:10:48,2025-11-28 12:14:02,2025-11-25 08:10:48,2025-12-04 03:10:48,Active,Vacant,Restricted Zone,Paid,75,2025-11-28 12:00:48,2025-11-28 12:14:02
T127214,V78508,P65104,S6020,Z003,Residential North,Residential,2026-01-12 13:48:34,2026-01-12 13:52:33,2026-01-07 12:48:34,2026-01-21 16:48:34,Active,Occupied,Expired Meter,Paid,45,2026-01-12 11:59:34,2026-01-12 13:52:33
T127215,V43820,P86229,S1516,Z006,Civic Center,Commercial,2026-01-30 19:21:21,2026-01-30 19:23:18,2026-01-18 11:21:21,2026-03-11 14:21:21,Active,Occupied,,Closed,0,2026-01-30 18:59:21,2026-01-30 19:23:18
T127216,V30518,P75552,S9675,Z002,Campus East,Campus,2026-02-07 05:51:02,2026-02-07 05:52:53,2026-01-10 09:51:02,2026-02-21 09:51:02,Active,Occupied,,Closed,0,2026-02-07 05:11:02,2026-02-07 05:52:53
T127217,V46971,P19345,S8459,Z003,Residential North,Residential,2025-12-27 07:34:00,2025-12-27 07:37:48,2025-10-20 07:34:00,2025-12-24 14:34:00,Expired,Occupied,,Closed,0,2025-12-27 06:02:00,2025-12-27 07:37:48
T127218,V37771,P26557,S8021,Z001,Downtown Core,Commercial,2025-11-12 00:33:26,2025-11-12 00:36:29,2025-09-01 00:33:26,2025-11-11 17:33:26,Expired,Occupied,,Closed,0,2025-11-12 00:19:26,2025-11-12 00:36:29
T127219,V24746,P16049,S5640,Z003,Residential North,Residential,2026-02-14 19:06:02,2026-02-14 19:08:59,2026-02-13 05:06:02,2026-03-28 10:06:02,Active,Occupied,,Closed,0,2026-02-14 18:14:02,2026-02-14 19:08:59
T127220,V91265,P15856,S8988,Z008,Old Town,Mixed Use,2025-11-22 08:27:26,2025-11-22 08:29:48,2025-11-18 18:27:26,2025-11-29 20:27:26,Active,Occupied,,Closed,0,2025-11-22 08:26:26,2025-11-22 08:29:48
T127221,V80542,P66430,S5888,Z008,Old Town,Mixed Use,2025-11-04 19:37:57,2025-11-04 19:40:02,2025-10-24 11:37:57,2025-12-02 15:37:57,Active,Occupied,,Closed,0,2025-11-04 17:39:57,2025-11-04 19:40:02
T127222,V39115,P71961,S5834,Z005,Riverfront,Mixed Use,2026-02-02 07:17:16,2026-02-02 07:18:26,2026-01-10 15:17:16,2026-02-04 02:17:16,Active,Occupied,,Closed,0,2026-02-02 07:10:16,2026-02-02 07:18:26
T127223,V85744,P82919,S7931,Z003,Residential North,Residential,2025-11-30 22:39:42,2025-11-30 22:40:56,2025-11-22 10:39:42,2025-12-27 05:39:42,Active,Occupied,,Closed,0,2025-11-30 21:44:42,2025-11-30 22:40:56
T127224,V27950,P90629,S6618,Z003,Residential North,Residential,2025-11-12 11:19:53,2025-11-12 11:20:50,2025-11-06 09:19:53,2025-12-03 23:19:53,Active,Vacant,,Closed,0,2025-11-12 09:22:53,2025-11-12 11:20:50
T127225,V47821,P68817,S6822,Z002,Campus East,Campus,2026-02-26 00:48:15,2026-02-26 00:50:17,2026-01-27 02:48:15,2026-03-23 21:48:15,Active,Occupied,Expired Meter,Paid,45,2026-02-25 23:15:15,2026-02-26 00:50:17
T127226,V81018,P30703,S4440,Z005,Riverfront,Mixed Use,2026-01-15 11:11:45,2026-01-15 11:15:36,2026-01-14 11:11:45,2026-02-11 00:11:45,Active,Occupied,,Closed,0,2026-01-15 09:25:45,2026-01-15 11:15:36
T127227,V48382,P65325,S2000,Z004,Transit Hub,Commercial,2025-11-06 08:25:43,2025-11-06 08:26:24,2025-10-10 05:25:43,2025-11-16 23:25:43,Active,Occupied,No Permit,Paid,70,2025-11-06 08:05:43,2025-11-06 08:26:24
T127228,V75980,P70118,S1796,Z004,Transit Hub,Commercial,2026-01-11 18:19:59,2026-01-11 18:22:08,2026-01-04 10:19:59,2026-02-04 12:19:59,Active,Occupied,,Closed,0,2026-01-11 16:22:59,2026-01-11 18:22:08
T127229,V18645,P25806,S8137,Z005,Riverfront,Mixed Use,2026-01-21 12:22:46,2026-01-21 12:24:18,2026-01-20 17:22:46,2026-02-14 23:22:46,Active,Occupied,,Closed,0,2026-01-21 11:30:46,2026-01-21 12:24:18
T127230,V38887,P58557,S9584,Z004,Transit Hub,Commercial,2026-01-20 15:26:26,2026-01-20 15:27:45,2026-01-05 20:26:26,2026-02-14 02:26:26,Active,Occupied,,Closed,0,2026-01-20 13:59:26,2026-01-20 15:27:45
T127231,V13091,P65311,S6518,Z001,Downtown Core,Commercial,2026-02-10 01:04:45,2026-02-10 01:06:52,2026-01-14 16:04:45,2026-02-20 07:04:45,Active,Vacant,,Closed,0,2026-02-10 01:00:45,2026-02-10 01:06:52
T127232,V11339,P86660,S8175,Z004,Transit Hub,Commercial,2026-02-13 05:51:32,2026-02-13 05:55:16,2026-01-31 17:51:32,2026-02-24 18:51:32,Active,Occupied,,Closed,0,2026-02-13 04:48:32,2026-02-13 05:55:16
T127233,V49508,P21309,S2968,Z008,Old Town,Mixed Use,2026-01-28 03:48:50,2026-01-28 03:49:05,2026-01-26 16:48:50,2026-02-13 22:48:50,Active,Occupied,,Closed,0,2026-01-28 01:57:50,2026-01-28 03:49:05
T127234,V24042,P93673,S4495,Z001,Downtown Core,Commercial,2026-02-11 23:15:00,2026-02-11 23:16:14,2026-01-12 20:15:00,2026-03-14 17:15:00,Active,Occupied,Improper Parking,Paid,65,2026-02-11 23:00:00,2026-02-11 23:16:14
T127235,V65716,P49547,S9547,Z005,Riverfront,Mixed Use,2025-11-29 03:14:59,2025-11-29 03:17:55,2025-11-13 08:14:59,2025-12-05 23:14:59,Active,Occupied,,Closed,0,2025-11-29 01:54:59,2025-11-29 03:17:55
T127236,V88733,P71431,S2885,Z004,Transit Hub,Commercial,2026-01-08 20:35:05,2026-01-08 20:36:19,2026-01-02 08:35:05,2026-01-16 16:35:05,Active,Occupied,Overtime Parking,Issued,50,2026-01-08 19:44:05,2026-01-08 20:36:19
T127237,V19777,P11948,S2791,Z004,Transit Hub,Commercial,2025-11-26 17:53:37,2025-11-26 17:54:41,2025-10-26 20:53:37,2025-12-15 10:53:37,Active,Occupied,,Closed,0,2025-11-26 17:52:37,2025-11-26 17:54:41
T127238,V12027,P19555,S2633,Z006,Civic Center,Commercial,2025-12-24 10:10:50,2025-12-24 10:14:20,2025-11-26 02:10:50,2026-01-15 01:10:50,Active,Occupied,,Closed,0,2025-12-24 09:18:50,2025-12-24 10:14:20
T127239,V51470,P30667,S9675,Z007,Student Housing,Campus,2025-11-15 04:38:31,2025-11-15 04:41:28,2025-10-16 05:38:31,2025-12-09 08:38:31,Active,Occupied,,Closed,0,2025-11-15 02:51:31,2025-11-15 04:41:28
T127240,V39967,P91088,S5788,Z001,Downtown Core,Commercial,2026-02-11 14:35:22,2026-02-11 14:37:19,2026-01-17 16:35:22,2026-02-19 09:35:22,Active,Vacant,,Closed,0,2026-02-11 14:10:22,2026-02-11 14:37:19
T127241,V16140,P81175,S5565,Z001,Downtown Core,Commercial,2026-01-12 02:54:39,2026-01-12 02:55:02,2025-10-23 02:54:39,2026-01-11 11:54:39,Expired,Occupied,,Closed,0,2026-01-12 02:50:39,2026-01-12 02:55:02
T127242,V29314,P37707,S3810,Z003,Residential North,Residential,2025-11-30 11:29:55,2025-11-30 11:33:17,2025-11-06 05:29:55,2025-12-28 04:29:55,Active,Occupied,Overtime Parking,Paid,40,2025-11-30 10:12:55,2025-11-30 11:33:17
T127243,V23229,P98541,S4231,Z002,Campus East,Campus,2025-12-18 03:47:06,2025-12-18 03:47:59,2025-11-29 15:47:06,2026-01-22 09:47:06,Active,Occupied,,Closed,0,2025-12-18 01:59:06,2025-12-18 03:47:59
T127244,V58273,P86942,S4713,Z008,Old Town,Mixed Use,2026-01-12 23:49:00,2026-01-12 23:51:39,2025-10-24 23:49:00,2026-01-12 01:49:00,Expired,Occupied,,Closed,0,2026-01-12 22:44:00,2026-01-12 23:51:39
T127245,V19341,P43493,S8022,Z004,Transit Hub,Commercial,2026-02-22 07:59:50,2026-02-22 08:01:07,2026-01-23 04:59:50,2026-03-07 02:59:50,Active,Occupied,No Permit,Paid,70,2026-02-22 06:30:50,2026-02-22 08:01:07
T127246,V59421,P99882,S6342,Z006,Civic Center,Commercial,2026-02-26 12:26:38,2026-02-26 12:30:34,2026-02-18 06:26:38,2026-04-02 06:26:38,Active,Vacant,,Closed,0,2026-02-26 10:48:38,2026-02-26 12:30:34
T127247,V72425,P56762,S6216,Z002,Campus East,Campus,2026-02-10 10:19:47,2026-02-10 10:21:55,2025-12-20 10:19:47,2026-02-08 10:19:47,Expired,Occupied,No Permit,Paid,60,2026-02-10 08:26:47,2026-02-10 10:21:55
T127248,V57805,P48361,S1576,Z007,Student Housing,Campus,2026-02-22 09:57:49,2026-02-22 10:00:46,2026-01-26 16:57:49,2026-02-27 01:57:49,Active,Occupied,,Closed,0,2026-02-22 08:17:49,2026-02-22 10:00:46
T127249,V82096,P20300,S9382,Z007,Student Housing,Campus,2025-11-29 05:34:40,2025-11-29 05:37:29,2025-11-21 17:34:40,2025-12-18 10:34:40,Active,Occupied,,Closed,0,2025-11-29 05:33:40,2025-11-29 05:37:29
T127250,V60873,P60051,S2805,Z008,Old Town,Mixed Use,2025-12-16 20:02:26,2025-12-16 20:03:25,2025-11-27 16:02:26,2026-01-04 17:02:26,Active,Occupied,,Closed,0,2025-12-16 18:44:26,2025-12-16 20:03:25
T127251,V48115,P46134,S7067,Z006,Civic Center,Commercial,2026-02-14 18:13:11,2026-02-14 18:14:08,2026-02-01 03:13:11,2026-03-21 16:13:11,Active,Occupied,,Closed,0,2026-02-14 16:47:11,2026-02-14 18:14:08
T127252,V62989,P60675,S5088,Z002,Campus East,Campus,2025-12-17 14:21:14,2025-12-17 14:24:52,2025-11-17 11:21:14,2025-12-23 06:21:14,Active,Occupied,,Closed,0,2025-12-17 12:23:14,2025-12-17 14:24:52
T127253,V42121,P13572,S5119,Z008,Old Town,Mixed Use,2026-02-14 06:39:10,2026-02-14 06:39:47,2026-02-09 12:39:10,2026-03-09 04:39:10,Active,Occupied,,Closed,0,2026-02-14 05:59:10,2026-02-14 06:39:47
T127254,V40289,P73893,S2927,Z008,Old Town,Mixed Use,2025-12-05 08:08:46,2025-12-05 08:12:14,2025-11-12 21:08:46,2026-01-11 20:08:46,Active,Occupied,,Closed,0,2025-12-05 06:31:46,2025-12-05 08:12:14
T127255,V97522,P99893,S4430,Z008,Old Town,Mixed Use,2025-11-10 02:01:58,2025-11-10 02:04:39,2025-11-02 12:01:58,2025-11-16 03:01:58,Active,Occupied,,Closed,0,2025-11-10 01:16:58,2025-11-10 02:04:39
T127256,V90539,P24091,S1512,Z008,Old Town,Mixed Use,2025-12-15 11:15:08,2025-12-15 11:18:58,2025-11-16 00:15:08,2026-01-08 04:15:08,Active,Occupied,,Closed,0,2025-12-15 11:05:08,2025-12-15 11:18:58
T127257,V53253,P56031,S2705,Z004,Transit Hub,Commercial,2026-01-18 18:55:00,2026-01-18 18:56:09,2025-12-26 08:55:00,2026-02-15 00:55:00,Active,Occupied,,Closed,0,2026-01-18 17:58:00,2026-01-18 18:56:09
T127258,V40496,P15527,S7455,Z007,Student Housing,Campus,2026-02-08 11:02:38,2026-02-08 11:02:48,2026-01-14 04:02:38,2026-03-05 10:02:38,Active,Vacant,,Closed,0,2026-02-08 10:06:38,2026-02-08 11:02:48
T127259,V50613,P10151,S8253,Z008,Old Town,Mixed Use,2026-01-04 23:31:57,2026-01-04 23:35:08,2025-12-09 18:31:57,2026-01-27 11:31:57,Active,Occupied,,Closed,0,2026-01-04 22:23:57,2026-01-04 23:35:08
T127260,V82083,P66560,S3795,Z006,Civic Center,Commercial,2025-12-11 17:30:16,2025-12-11 17:30:40,2025-11-27 09:30:16,2025-12-23 13:30:16,Active,Occupied,Restricted Zone,Paid,85,2025-12-11 16:42:16,2025-12-11 17:30:40
T127261,V21890,P93873,S6418,Z001,Downtown Core,Commercial,2026-02-01 10:30:44,2026-02-01 10:34:25,2026-01-18 10:30:44,2026-02-18 17:30:44,Active,Occupied,No Permit,Paid,70,2026-02-01 10:03:44,2026-02-01 10:34:25
T127262,V22251,P98844,S1747,Z003,Residential North,Residential,2025-11-14 15:28:15,2025-11-14 15:31:37,2025-10-29 21:28:15,2025-12-28 07:28:15,Active,Occupied,,Closed,0,2025-11-14 15:25:15,2025-11-14 15:31:37
T127263,V10411,P61553,S8652,Z006,Civic Center,Commercial,2026-02-26 00:56:04,2026-02-26 00:59:17,2026-02-09 20:56:04,2026-03-15 07:56:04,Active,Occupied,,Closed,0,2026-02-26 00:19:04,2026-02-26 00:59:17
T127264,V52710,P55515,S4691,Z005,Riverfront,Mixed Use,2025-11-04 05:31:21,2025-11-04 05:34:40,2025-10-17 22:31:21,2025-12-15 07:31:21,Active,Occupied,,Closed,0,2025-11-04 05:28:21,2025-11-04 05:34:40
T127265,V12238,P31739,S4222,Z007,Student Housing,Campus,2025-12-30 05:04:04,2025-12-30 05:07:29,2025-12-18 18:04:04,2026-01-12 19:04:04,Active,Occupied,,Closed,0,2025-12-30 03:15:04,2025-12-30 05:07:29
T127266,V25530,P81912,S2194,Z008,Old Town,Mixed Use,2026-01-22 07:13:51,2026-01-22 07:15:11,2026-01-08 13:13:51,2026-02-25 07:13:51,Active,Occupied,,Closed,0,2026-01-22 06:09:51,2026-01-22 07:15:11
T127267,V46193,P53467,S9573,Z007,Student Housing,Campus,2026-01-01 15:52:39,2026-01-01 15:52:53,2025-12-16 06:52:39,2026-02-06 02:52:39,Active,Occupied,,Closed,0,2026-01-01 15:07:39,2026-01-01 15:52:53
T127268,V75361,P36241,S4081,Z008,Old Town,Mixed Use,2026-02-06 13:25:38,2026-02-06 13:28:12,2026-01-04 13:25:38,2026-02-03 06:25:38,Expired,Occupied,Overtime Parking,Paid,40,2026-02-06 12:50:38,2026-02-06 13:28:12
T127269,V65130,P16563,S8131,Z004,Transit Hub,Commercial,2025-12-20 20:56:14,2025-12-20 20:59:24,2025-11-29 20:56:14,2025-12-26 20:56:14,Suspended,Occupied,,Closed,0,2025-12-20 20:47:14,2025-12-20 20:59:24
T127270,V44023,P14136,S6284,Z004,Transit Hub,Commercial,2025-12-12 18:18:57,2025-12-12 18:21:07,2025-11-26 16:18:57,2026-01-10 05:18:57,Active,Occupied,,Closed,0,2025-12-12 17:02:57,2025-12-12 18:21:07
T127271,V30377,P44124,S2561,Z005,Riverfront,Mixed Use,2025-12-25 09:01:45,2025-12-25 09:04:39,2025-12-01 17:01:45,2025-12-29 20:01:45,Active,Occupied,,Closed,0,2025-12-25 07:56:45,2025-12-25 09:04:39
