Audit_ID,Transaction_ID,Appeal_ID,Appeal_Status,Appeal_Date,Appeal_Reason,Data_Source_System,Data_Sync_Status,Sync_Time,Sensor_ID,Sensor_Occupancy_Status,Record_Status,Created_At
AUD325862,T125862,,None,,,Enforcement App,True,2025-12-28 16:43:13,SEN398,Vacant,Duplicate,2025-12-28 16:46:31
AUD325863,T125863,,None,,,Enforcement App,True,2026-02-19 06:29:11,SEN488,Occupied,Pending,2026-02-19 06:33:04
AUD325864,T125864,,None,,,Permit Portal,False,2025-11-25 15:06:46,SEN963,Occupied,Matched,2025-11-25 14:44:06
AUD325865,T125865,A425865,Approved,2026-03-05 01:02:20,Wrong Zone,Permit Portal,True,2026-02-22 01:03:06,SEN896,Occupied,Matched,2026-02-22 01:07:20
AUD325866,T125866,,None,,,Enforcement App,True,2025-11-04 17:21:01,SEN489,Occupied,Matched,2025-11-04 17:23:04
AUD325867,T125867,,None,,,Payment Gateway,True,2025-12-24 07:24:43,SEN746,Occupied,Matched,2025-12-24 07:26:32
AUD325868,T125868,,None,,,Sensor Network,True,2026-02-02 03:14:10,SEN415,Occupied,Review Needed,2026-02-02 03:15:42
AUD325869,T125869,,None,,,Permit Portal,True,2026-01-01 01:18:36,SEN960,Occupied,Matched,2026-01-01 01:23:05
AUD325870,T125870,,None,,,Payment Gateway,True,2025-12-16 16:26:38,SEN862,Occupied,Matched,2025-12-16 16:30:33
AUD325871,T125871,,None,,,Permit Portal,True,2026-02-27 19:53:32,SEN310,Occupied,Matched,2026-02-27 19:56:20
AUD325872,T125872,,None,,,Permit Portal,True,2025-12-03 07:38:50,SEN811,Occupied,Review Needed,2025-12-03 07:42:54
AUD325873,T125873,,None,,,Sensor Network,True,2025-12-23 15:07:08,SEN766,Occupied,Matched,2025-12-23 15:11:25
AUD325874,T125874,,None,,,Permit Portal,True,2025-12-07 01:53:33,SEN609,Occupied,Matched,2025-12-07 01:57:05
AUD325875,T125875,,None,,,Enforcement App,True,2025-12-16 08:07:21,SEN804,Occupied,Matched,2025-12-16 08:09:10
AUD325876,T125876,,None,,,Sensor Network,True,2026-02-01 20:48:33,SEN847,Occupied,Review Needed,2026-02-01 20:50:18
AUD325877,T125877,,None,,,Enforcement App,False,2026-01-30 22:23:55,SEN628,Occupied,Matched,2026-01-30 22:16:00
AUD325878,T125878,,None,,,Enforcement App,True,2026-02-04 06:58:12,SEN152,Occupied,Matched,2026-02-04 07:02:12
AUD325879,T125879,,None,,,Sensor Network,True,2026-02-09 06:23:17,SEN608,Occupied,Pending,2026-02-09 06:24:40
AUD325880,T125880,,None,,,Payment Gateway,True,2026-01-01 13:47:51,SEN926,Occupied,Matched,2026-01-01 13:52:35
AUD325881,T125881,,None,,,Permit Portal,True,2026-01-06 12:59:10,SEN438,Occupied,Matched,2026-01-06 13:01:02
AUD325882,T125882,,None,,,Permit Portal,True,2025-12-21 13:53:27,SEN604,Occupied,Review Needed,2025-12-21 13:54:22
AUD325883,T125883,,None,,,Sensor Network,True,2026-01-05 18:58:58,SEN971,Occupied,Matched,2026-01-05 19:00:52
AUD325884,T125884,,None,,,Payment Gateway,True,2026-02-27 08:56:55,SEN469,Occupied,Matched,2026-02-27 08:57:15
AUD325885,T125885,,None,,,Sensor Network,True,2026-01-28 14:40:40,SEN517,Occupied,Matched,2026-01-28 14:44:57
AUD325886,T125886,,None,,,Sensor Network,True,2026-01-19 04:26:48,SEN402,Vacant,Matched,2026-01-19 04:30:31
AUD325887,T125887,,None,,,Enforcement App,True,2025-12-19 02:52:29,SEN446,Occupied,Pending,2025-12-19 02:56:07
AUD325888,T125888,,None,,,Permit Portal,True,2026-02-21 16:26:20,SEN120,Occupied,Matched,2026-02-21 16:27:00
AUD325889,T125889,,None,,,Permit Portal,True,2026-02-16 22:11:37,SEN764,Occupied,Matched,2026-02-16 22:14:42
AUD325890,T125890,,None,,,Payment Gateway,True,2026-01-24 16:20:41,SEN852,Occupied,Matched,2026-01-24 16:23:15
AUD325891,T125891,,None,,,Enforcement App,True,2025-12-23 19:52:36,SEN701,Occupied,Duplicate,2025-12-23 19:55:56
AUD325892,T125892,,None,,,Enforcement App,False,2025-12-07 09:51:47,SEN387,Occupied,Matched,2025-12-07 09:36:03
AUD325893,T125893,,None,,,Enforcement App,True,2026-01-05 17:00:25,SEN368,Occupied,Matched,2026-01-05 17:00:41
AUD325894,T125894,,None,,,Enforcement App,True,2025-11-28 06:00:03,SEN219,Occupied,Matched,2025-11-28 06:01:57
AUD325895,T125895,,None,,,Sensor Network,True,2025-11-18 23:38:01,SEN115,Occupied,Review Needed,2025-11-18 23:42:18
AUD325896,T125896,,None,,,Enforcement App,True,2026-02-08 18:56:28,SEN197,Vacant,Matched,2026-02-08 18:57:58
AUD325897,T125897,,None,,,Payment Gateway,True,2026-02-13 04:39:31,SEN354,Occupied,Review Needed,2026-02-13 04:40:52
AUD325898,T125898,,None,,,Permit Portal,True,2025-11-20 16:43:08,SEN383,Occupied,Matched,2025-11-20 16:47:43
AUD325899,T125899,,None,,,Sensor Network,True,2025-11-07 23:00:56,SEN550,Occupied,Matched,2025-11-07 23:04:55
AUD325900,T125900,,None,,,Sensor Network,True,2025-12-06 16:48:46,SEN351,Occupied,Matched,2025-12-06 16:50:50
AUD325901,T125901,,None,,,Sensor Network,True,2025-12-28 10:13:33,SEN527,Occupied,Matched,2025-12-28 10:17:55
AUD325902,T125902,,None,,,Enforcement App,True,2025-11-27 23:56:40,SEN146,Occupied,Matched,2025-11-27 23:59:48
AUD325903,T125903,,None,,,Permit Portal,True,2026-02-16 03:55:04,SEN767,Vacant,Matched,2026-02-16 03:57:10
AUD325904,T125904,,None,,,Payment Gateway,True,2025-12-09 11:52:04,SEN916,Occupied,Review Needed,2025-12-09 11:52:33
AUD325905,T125905,,None,,,Payment Gateway,True,2026-01-23 17:12:35,SEN839,Occupied,Matched,2026-01-23 17:13:43
AUD325906,T125906,,None,,,Payment Gateway,False,2025-11-19 12:54:10,SEN641,Occupied,Matched,2025-11-19 12:43:26
AUD325907,T125907,,None,,,Enforcement App,True,2025-12-09 03:15:13,SEN181,Occupied,Review Needed,2025-12-09 03:17:02
AUD325908,T125908,,None,,,Permit Portal,False,2025-11-01 19:37:20,SEN152,Occupied,Duplicate,2025-11-01 19:22:07
AUD325909,T125909,,None,,,Enforcement App,True,2026-02-26 00:53:57,SEN253,Vacant,Matched,2026-02-26 00:56:59
AUD325910,T125910,,None,,,Enforcement App,True,2025-12-23 07:22:10,SEN861,Occupied,Matched,2025-12-23 07:26:55
AUD325911,T125911,,None,,,Enforcement App,True,2025-12-19 13:26:32,SEN128,Occupied,Matched,2025-12-19 13:27:42
AUD325912,T125912,,None,,,Enforcement App,True,2025-11-11 07:27:11,SEN918,Occupied,Matched,2025-11-11 07:30:49
AUD325913,T125913,,None,,,Enforcement App,True,2025-12-29 05:55:04,SEN351,Vacant,Matched,2025-12-29 05:57:08
AUD325914,T125914,,None,,,Payment Gateway,False,2026-01-24 13:15:04,SEN494,Occupied,Matched,2026-01-24 13:13:37
AUD325915,T125915,,None,,,Payment Gateway,True,2025-11-16 21:04:51,SEN529,Occupied,Matched,2025-11-16 21:08:05
AUD325916,T125916,,None,,,Permit Portal,True,2026-01-30 20:42:16,SEN667,Vacant,Matched,2026-01-30 20:43:37
AUD325917,T125917,,None,,,Enforcement App,True,2025-12-11 08:16:59,SEN858,Occupied,Pending,2025-12-11 08:18:39
AUD325918,T125918,,None,,,Permit Portal,True,2026-01-14 17:17:35,SEN403,Vacant,Matched,2026-01-14 17:22:18
AUD325919,T125919,,None,,,Permit Portal,True,2025-12-07 12:43:18,SEN632,Occupied,Matched,2025-12-07 12:43:52
AUD325920,T125920,,None,,,Enforcement App,True,2026-02-02 04:44:56,SEN266,Occupied,Matched,2026-02-02 04:49:26
AUD325921,T125921,,None,,,Sensor Network,True,2026-01-30 00:50:43,SEN897,Occupied,Matched,2026-01-30 00:54:05
AUD325922,T125922,,None,,,Payment Gateway,True,2025-12-13 07:16:38,SEN704,Occupied,Matched,2025-12-13 07:19:32
AUD325923,T125923,,None,,,Sensor Network,True,2026-02-26 11:58:05,SEN356,Occupied,Matched,2026-02-26 12:00:51
AUD325924,T125924,,None,,,Enforcement App,True,2026-01-26 05:07:31,SEN875,Occupied,Matched,2026-01-26 05:08:16
AUD325925,T125925,,None,,,Permit Portal,True,2026-01-04 00:35:32,SEN402,Occupied,Matched,2026-01-04 00:38:37
AUD325926,T125926,,None,,,Enforcement App,True,2026-02-01 19:17:49,SEN514,Occupied,Matched,2026-02-01 19:21:59
AUD325927,T125927,,None,,,Enforcement App,True,2025-11-12 12:20:21,SEN769,Occupied,Pending,2025-11-12 12:24:38
AUD325928,T125928,,None,,,Permit Portal,True,2025-12-27 21:54:07,SEN393,Occupied,Matched,2025-12-27 21:55:46
AUD325929,T125929,,None,,,Enforcement App,True,2025-11-04 10:53:11,SEN296,Occupied,Matched,2025-11-04 10:57:08
AUD325930,T125930,,None,,,Sensor Network,True,2025-12-10 18:30:19,SEN379,Occupied,Matched,2025-12-10 18:31:35
AUD325931,T125931,,None,,,Enforcement App,True,2025-11-04 16:50:51,SEN909,Occupied,Matched,2025-11-04 16:54:52
AUD325932,T125932,,None,,,Permit Portal,True,2026-01-02 15:43:53,SEN632,Occupied,Pending,2026-01-02 15:47:34
AUD325933,T125933,,None,,,Permit Portal,True,2025-11-12 12:10:03,SEN238,Occupied,Matched,2025-11-12 12:11:41
AUD325934,T125934,,None,,,Enforcement App,True,2026-01-24 00:43:16,SEN270,Occupied,Matched,2026-01-24 00:45:53
AUD325935,T125935,,None,,,Permit Portal,True,2025-12-02 02:08:20,SEN918,Occupied,Pending,2025-12-02 02:11:06
AUD325936,T125936,,None,,,Payment Gateway,True,2026-02-01 02:31:15,SEN285,Occupied,Matched,2026-02-01 02:34:17
AUD325937,T125937,,None,,,Enforcement App,True,2026-01-24 02:51:00,SEN925,Occupied,Matched,2026-01-24 02:54:58
AUD325938,T125938,,None,,,Enforcement App,True,2026-01-13 13:59:23,SEN439,Occupied,Matched,2026-01-13 14:00:02
AUD325939,T125939,,None,,,Enforcement App,True,2025-11-12 10:50:19,SEN754,Occupied,Matched,2025-11-12 10:52:39
AUD325940,T125940,,None,,,Enforcement App,True,2025-11-03 13:02:41,SEN781,Occupied,Matched,2025-11-03 13:05:56
AUD325941,T125941,,None,,,Permit Portal,True,2025-11-14 05:33:47,SEN108,Occupied,Matched,2025-11-14 05:33:57
AUD325942,T125942,,None,,,Enforcement App,True,2026-01-26 00:53:44,SEN581,Occupied,Matched,2026-01-26 00:57:31
AUD325943,T125943,,None,,,Sensor Network,True,2026-02-16 21:56:28,SEN627,Occupied,Matched,2026-02-16 21:57:48
AUD325944,T125944,,None,,,Sensor Network,True,2026-02-14 20:53:37,SEN866,Occupied,Matched,2026-02-14 20:54:59
AUD325945,T125945,,None,,,Permit Portal,True,2026-02-20 21:22:00,SEN691,Occupied,Matched,2026-02-20 21:24:26
AUD325946,T125946,,None,,,Payment Gateway,True,2026-01-30 19:34:21,SEN363,Occupied,Matched,2026-01-30 19:39:06
AUD325947,T125947,,None,,,Permit Portal,True,2026-01-14 01:11:00,SEN149,Occupied,Matched,2026-01-14 01:15:09
AUD325948,T125948,,None,,,Enforcement App,True,2026-01-15 18:40:22,SEN599,Occupied,Pending,2026-01-15 18:43:00
AUD325949,T125949,,None,,,Enforcement App,True,2026-01-08 21:00:58,SEN488,Occupied,Matched,2026-01-08 21:01:19
AUD325950,T125950,,None,,,Payment Gateway,True,2025-11-17 14:19:55,SEN795,Occupied,Matched,2025-11-17 14:21:23
AUD325951,T125951,,None,,,Sensor Network,True,2025-12-02 19:45:47,SEN318,Occupied,Matched,2025-12-02 19:47:02
AUD325952,T125952,,None,,,Sensor Network,True,2025-12-22 19:51:34,SEN374,Occupied,Matched,2025-12-22 19:52:46
AUD325953,T125953,,None,,,Payment Gateway,True,2025-11-04 03:46:14,SEN922,Occupied,Matched,2025-11-04 03:50:06
AUD325954,T125954,,None,,,Payment Gateway,True,2026-02-27 11:10:39,SEN719,Occupied,Matched,2026-02-27 11:14:03
AUD325955,T125955,,None,,,Sensor Network,True,2025-12-07 18:23:26,SEN123,Occupied,Matched,2025-12-07 18:27:57
AUD325956,T125956,,None,,,Enforcement App,True,2025-12-31 09:57:31,SEN521,Occupied,Matched,2025-12-31 10:01:05
AUD325957,T125957,,None,,,Enforcement App,True,2025-11-25 08:00:22,SEN627,Occupied,Pending,2025-11-25 08:04:32
AUD325958,T125958,,None,,,Permit Portal,True,2025-11-26 12:34:00,SEN218,Occupied,Pending,2025-11-26 12:36:44
AUD325959,T125959,,None,,,Enforcement App,True,2025-11-14 02:50:31,SEN537,Occupied,Matched,2025-11-14 02:54:34
AUD325960,T125960,,None,,,Permit Portal,True,2025-12-18 19:57:44,SEN521,Occupied,Pending,2025-12-18 19:58:25
AUD325961,T125961,,None,,,Permit Portal,True,2026-01-31 08:35:19,SEN411,Occupied,Matched,2026-01-31 08:40:07
AUD325962,T125962,,None,,,Sensor Network,True,2025-11-19 01:02:00,SEN496,Occupied,Matched,2025-11-19 01:04:49
AUD325963,T125963,,None,,,Enforcement App,True,2025-12-22 22:01:14,SEN438,Occupied,Matched,2025-12-22 22:01:22
AUD325964,T125964,,None,,,Permit Portal,True,2026-02-08 13:18:33,SEN293,Occupied,Matched,2026-02-08 13:18:58
AUD325965,T125965,,None,,,Sensor Network,True,2026-01-01 03:47:26,SEN891,Occupied,Matched,2026-01-01 03:51:45
AUD325966,T125966,,None,,,Sensor Network,True,2025-11-29 19:08:14,SEN794,Occupied,Matched,2025-11-29 19:09:12
AUD325967,T125967,,None,,,Permit Portal,True,2026-02-08 10:17:05,SEN627,Occupied,Matched,2026-02-08 10:20:30
AUD325968,T125968,,None,,,Enforcement App,True,2025-11-17 16:22:35,SEN347,Occupied,Matched,2025-11-17 16:26:02
AUD325969,T125969,,None,,,Sensor Network,True,2026-01-26 16:07:29,SEN480,Occupied,Matched,2026-01-26 16:12:11
AUD325970,T125970,,None,,,Permit Portal,True,2025-11-27 12:22:01,SEN739,Occupied,Matched,2025-11-27 12:25:41
AUD325971,T125971,,None,,,Payment Gateway,True,2025-11-14 10:34:00,SEN887,Occupied,Matched,2025-11-14 10:34:51
AUD325972,T125972,,None,,,Payment Gateway,True,2025-12-06 01:14:39,SEN683,Occupied,Matched,2025-12-06 01:18:38
AUD325973,T125973,,None,,,Enforcement App,True,2025-11-05 18:14:40,SEN902,Vacant,Matched,2025-11-05 18:14:53
AUD325974,T125974,,None,,,Payment Gateway,True,2026-01-10 22:11:39,SEN246,Occupied,Matched,2026-01-10 22:16:08
AUD325975,T125975,,None,,,Payment Gateway,True,2025-11-06 18:44:04,SEN257,Vacant,Matched,2025-11-06 18:44:19
AUD325976,T125976,,None,,,Sensor Network,True,2026-02-11 17:42:48,SEN185,Occupied,Matched,2026-02-11 17:44:25
AUD325977,T125977,,None,,,Enforcement App,True,2025-12-14 23:49:11,SEN537,Occupied,Matched,2025-12-14 23:53:34
AUD325978,T125978,,None,,,Enforcement App,True,2025-12-17 23:09:20,SEN721,Occupied,Matched,2025-12-17 23:12:52
AUD325979,T125979,,None,,,Sensor Network,True,2025-11-04 03:12:34,SEN412,Occupied,Duplicate,2025-11-04 03:16:02
AUD325980,T125980,,None,,,Payment Gateway,True,2025-12-04 21:44:21,SEN282,Occupied,Matched,2025-12-04 21:48:01
AUD325981,T125981,,None,,,Permit Portal,True,2026-01-03 09:02:38,SEN789,Occupied,Review Needed,2026-01-03 09:05:38
AUD325982,T125982,,None,,,Payment Gateway,True,2025-12-20 00:53:00,SEN568,Occupied,Matched,2025-12-20 00:55:38
AUD325983,T125983,,None,,,Enforcement App,True,2026-02-14 13:31:40,SEN758,Occupied,Matched,2026-02-14 13:36:29
AUD325984,T125984,,None,,,Permit Portal,True,2026-01-24 14:50:11,SEN606,Occupied,Matched,2026-01-24 14:54:43
AUD325985,T125985,,None,,,Permit Portal,True,2025-12-09 16:54:16,SEN452,Occupied,Matched,2025-12-09 16:55:44
AUD325986,T125986,,None,,,Permit Portal,True,2026-01-03 18:57:41,SEN388,Occupied,Matched,2026-01-03 19:01:33
AUD325987,T125987,,None,,,Payment Gateway,True,2026-01-05 12:45:15,SEN509,Occupied,Matched,2026-01-05 12:46:16
AUD325988,T125988,,None,,,Permit Portal,True,2026-01-30 00:49:33,SEN298,Occupied,Matched,2026-01-30 00:53:23
AUD325989,T125989,,None,,,Permit Portal,True,2025-12-12 08:24:47,SEN536,Occupied,Matched,2025-12-12 08:27:18
AUD325990,T125990,,None,,,Enforcement App,False,2025-11-03 14:30:41,SEN850,Occupied,Duplicate,2025-11-03 14:24:37
AUD325991,T125991,,None,,,Permit Portal,True,2026-01-25 01:44:25,SEN248,Vacant,Matched,2026-01-25 01:48:38
AUD325992,T125992,,None,,,Sensor Network,True,2025-12-29 14:41:37,SEN272,Occupied,Matched,2025-12-29 14:42:20
AUD325993,T125993,,None,,,Sensor Network,True,2025-12-21 16:07:36,SEN593,Vacant,Matched,2025-12-21 16:08:05
AUD325994,T125994,,None,,,Enforcement App,True,2025-11-22 22:29:43,SEN553,Vacant,Matched,2025-11-22 22:31:14
AUD325995,T125995,,None,,,Enforcement App,True,2025-11-22 05:46:17,SEN740,Occupied,Matched,2025-11-22 05:50:21
AUD325996,T125996,,None,,,Enforcement App,True,2026-01-22 12:24:41,SEN443,Occupied,Matched,2026-01-22 12:27:02
AUD325997,T125997,,None,,,Enforcement App,True,2026-01-15 15:37:02,SEN987,Occupied,Matched,2026-01-15 15:39:32
AUD325998,T125998,,None,,,Enforcement App,True,2025-12-22 00:50:57,SEN969,Vacant,Matched,2025-12-22 00:54:42
AUD325999,T125999,,None,,,Enforcement App,True,2026-02-09 11:38:53,SEN951,Occupied,Matched,2026-02-09 11:43:38
AUD326000,T126000,,None,,,Sensor Network,True,2025-11-07 15:38:28,SEN262,Occupied,Matched,2025-11-07 15:39:30
AUD326001,T126001,,None,,,Enforcement App,True,2025-12-31 15:45:14,SEN665,Occupied,Matched,2025-12-31 15:49:49
AUD326002,T126002,,None,,,Payment Gateway,True,2026-02-10 15:08:45,SEN460,Occupied,Matched,2026-02-10 15:11:16
AUD326003,T126003,,None,,,Sensor Network,True,2026-02-24 04:41:55,SEN936,Occupied,Matched,2026-02-24 04:46:26
AUD326004,T126004,,None,,,Permit Portal,True,2026-01-26 19:49:36,SEN213,Occupied,Pending,2026-01-26 19:49:48
AUD326005,T126005,,None,,,Payment Gateway,True,2026-01-06 02:07:08,SEN952,Vacant,Matched,2026-01-06 02:10:09
AUD326006,T126006,,None,,,Payment Gateway,True,2026-01-24 14:39:10,SEN567,Occupied,Matched,2026-01-24 14:40:46
AUD326007,T126007,,None,,,Enforcement App,True,2026-02-15 14:08:45,SEN937,Occupied,Matched,2026-02-15 14:09:49
AUD326008,T126008,,None,,,Sensor Network,True,2026-02-11 06:14:05,SEN434,Occupied,Matched,2026-02-11 06:14:30
AUD326009,T126009,,None,,,Enforcement App,True,2025-11-15 09:13:16,SEN232,Occupied,Matched,2025-11-15 09:14:09
AUD326010,T126010,,None,,,Payment Gateway,True,2025-11-14 20:26:09,SEN166,Vacant,Matched,2025-11-14 20:29:59
AUD326011,T126011,,None,,,Sensor Network,True,2025-11-01 00:59:13,SEN369,Occupied,Matched,2025-11-01 01:01:17
AUD326012,T126012,,None,,,Sensor Network,True,2026-02-24 16:34:38,SEN652,Occupied,Matched,2026-02-24 16:36:17
AUD326013,T126013,,None,,,Sensor Network,True,2026-01-23 01:08:42,SEN105,Occupied,Review Needed,2026-01-23 01:11:54
AUD326014,T126014,,None,,,Enforcement App,True,2025-12-04 21:57:25,SEN925,Occupied,Matched,2025-12-04 22:01:58
AUD326015,T126015,,None,,,Enforcement App,True,2025-11-28 10:24:16,SEN186,Occupied,Matched,2025-11-28 10:27:20
AUD326016,T126016,,None,,,Enforcement App,True,2026-02-05 04:19:31,SEN924,Occupied,Matched,2026-02-05 04:23:39
AUD326017,T126017,,None,,,Enforcement App,True,2025-12-13 03:21:02,SEN427,Occupied,Matched,2025-12-13 03:22:46
AUD326018,T126018,,None,,,Enforcement App,True,2025-12-12 00:57:33,SEN382,Occupied,Matched,2025-12-12 00:58:56
AUD326019,T126019,,None,,,Sensor Network,True,2026-01-24 17:36:25,SEN208,Vacant,Matched,2026-01-24 17:38:47
AUD326020,T126020,,None,,,Permit Portal,True,2025-12-14 15:40:27,SEN646,Occupied,Matched,2025-12-14 15:42:59
AUD326021,T126021,,None,,,Enforcement App,True,2025-12-20 10:49:39,SEN310,Occupied,Matched,2025-12-20 10:52:00
AUD326022,T126022,,None,,,Permit Portal,True,2026-01-27 06:47:48,SEN330,Occupied,Matched,2026-01-27 06:52:22
AUD326023,T126023,,None,,,Sensor Network,True,2025-12-14 22:10:55,SEN216,Occupied,Review Needed,2025-12-14 22:15:32
AUD326024,T126024,,None,,,Payment Gateway,True,2026-01-28 23:21:02,SEN760,Occupied,Matched,2026-01-28 23:23:01
AUD326025,T126025,,None,,,Sensor Network,True,2025-11-18 23:31:29,SEN426,Occupied,Matched,2025-11-18 23:32:57
AUD326026,T126026,,None,,,Enforcement App,True,2025-11-15 19:43:53,SEN212,Occupied,Matched,2025-11-15 19:46:39
AUD326027,T126027,,None,,,Enforcement App,True,2025-12-26 00:09:36,SEN598,Vacant,Matched,2025-12-26 00:13:53
AUD326028,T126028,,None,,,Payment Gateway,True,2026-01-02 05:11:06,SEN751,Occupied,Matched,2026-01-02 05:12:11
AUD326029,T126029,,None,,,Enforcement App,True,2025-11-17 09:45:49,SEN284,Occupied,Matched,2025-11-17 09:46:05
AUD326030,T126030,,None,,,Sensor Network,True,2026-02-28 21:56:37,SEN383,Vacant,Matched,2026-02-28 22:00:55
AUD326031,T126031,,None,,,Sensor Network,True,2025-12-02 11:07:47,SEN862,Occupied,Matched,2025-12-02 11:11:12
AUD326032,T126032,,None,,,Enforcement App,True,2026-02-28 14:54:25,SEN966,Occupied,Matched,2026-02-28 14:56:53
AUD326033,T126033,,None,,,Permit Portal,True,2025-12-19 16:59:03,SEN293,Vacant,Matched,2025-12-19 16:59:54
AUD326034,T126034,,None,,,Enforcement App,False,2026-02-28 17:06:08,SEN170,Occupied,Matched,2026-02-28 17:02:08
AUD326035,T126035,,None,,,Permit Portal,True,2026-01-18 14:12:32,SEN922,Occupied,Matched,2026-01-18 14:17:20
AUD326036,T126036,,None,,,Permit Portal,True,2025-12-04 12:16:57,SEN661,Vacant,Matched,2025-12-04 12:21:26
AUD326037,T126037,,None,,,Payment Gateway,True,2025-11-17 23:15:41,SEN170,Occupied,Matched,2025-11-17 23:20:10
AUD326038,T126038,,None,,,Payment Gateway,True,2025-12-16 13:33:59,SEN755,Occupied,Matched,2025-12-16 13:35:45
AUD326039,T126039,,None,,,Permit Portal,True,2026-02-02 00:51:18,SEN749,Occupied,Pending,2026-02-02 00:52:32
AUD326040,T126040,,None,,,Enforcement App,True,2026-02-11 16:48:28,SEN854,Occupied,Matched,2026-02-11 16:49:21
AUD326041,T126041,,None,,,Permit Portal,True,2025-12-12 20:12:29,SEN267,Occupied,Matched,2025-12-12 20:15:25
AUD326042,T126042,,None,,,Enforcement App,False,2026-01-15 08:02:10,SEN949,Occupied,Matched,2026-01-15 07:40:02
AUD326043,T126043,,None,,,Payment Gateway,True,2026-02-20 17:14:13,SEN305,Occupied,Review Needed,2026-02-20 17:14:38
AUD326044,T126044,,None,,,Sensor Network,True,2025-11-11 01:02:33,SEN463,Occupied,Matched,2025-11-11 01:06:10
AUD326045,T126045,,None,,,Permit Portal,True,2026-01-25 14:22:47,SEN290,Vacant,Review Needed,2026-01-25 14:26:25
AUD326046,T126046,,None,,,Sensor Network,True,2025-12-22 18:28:40,SEN125,Occupied,Matched,2025-12-22 18:28:49
AUD326047,T126047,,None,,,Enforcement App,True,2025-12-31 21:50:25,SEN615,Occupied,Matched,2025-12-31 21:54:50
AUD326048,T126048,,None,,,Permit Portal,True,2026-01-27 09:36:39,SEN520,Occupied,Matched,2026-01-27 09:41:02
AUD326049,T126049,,None,,,Enforcement App,True,2025-11-10 13:58:17,SEN399,Occupied,Matched,2025-11-10 14:02:16
AUD326050,T126050,,None,,,Permit Portal,True,2026-02-21 13:32:49,SEN140,Vacant,Pending,2026-02-21 13:35:12
AUD326051,T126051,,None,,,Payment Gateway,True,2025-11-28 02:43:25,SEN902,Occupied,Matched,2025-11-28 02:47:18
AUD326052,T126052,,None,,,Permit Portal,True,2026-01-14 00:11:08,SEN299,Occupied,Matched,2026-01-14 00:14:37
AUD326053,T126053,,None,,,Enforcement App,True,2026-01-14 08:57:30,SEN499,Occupied,Matched,2026-01-14 08:59:41
AUD326054,T126054,,None,,,Sensor Network,True,2025-12-02 12:59:03,SEN624,Occupied,Matched,2025-12-02 13:00:29
AUD326055,T126055,,None,,,Enforcement App,True,2025-11-05 14:17:52,SEN644,Occupied,Matched,2025-11-05 14:18:03
AUD326056,T126056,,None,,,Sensor Network,True,2026-01-21 03:41:28,SEN334,Occupied,Matched,2026-01-21 03:43:50
AUD326057,T126057,,None,,,Payment Gateway,False,2025-12-07 17:07:17,SEN590,Occupied,Matched,2025-12-07 16:42:31
AUD326058,T126058,,None,,,Enforcement App,True,2025-12-01 08:45:28,SEN658,Occupied,Matched,2025-12-01 08:50:11
AUD326059,T126059,,None,,,Sensor Network,True,2025-12-30 01:40:16,SEN522,Occupied,Duplicate,2025-12-30 01:44:03
AUD326060,T126060,,None,,,Permit Portal,True,2026-01-18 20:08:13,SEN750,Occupied,Pending,2026-01-18 20:10:18
AUD326061,T126061,,None,,,Enforcement App,True,2025-12-14 14:07:17,SEN684,Occupied,Duplicate,2025-12-14 14:07:24
AUD326062,T126062,,None,,,Enforcement App,False,2025-12-22 06:50:34,SEN864,Occupied,Duplicate,2025-12-22 06:27:07
AUD326063,T126063,,None,,,Permit Portal,False,2025-11-21 17:32:03,SEN822,Occupied,Matched,2025-11-21 17:08:52
AUD326064,T126064,,None,,,Payment Gateway,True,2026-01-04 22:51:35,SEN838,Occupied,Matched,2026-01-04 22:53:10
AUD326065,T126065,,None,,,Enforcement App,True,2026-02-01 15:32:56,SEN108,Occupied,Matched,2026-02-01 15:33:44
AUD326066,T126066,,None,,,Payment Gateway,True,2026-01-10 23:47:28,SEN392,Vacant,Matched,2026-01-10 23:48:04
AUD326067,T126067,,None,,,Permit Portal,True,2025-11-21 10:29:52,SEN907,Occupied,Matched,2025-11-21 10:32:37
AUD326068,T126068,,None,,,Permit Portal,True,2026-02-02 06:39:50,SEN192,Vacant,Matched,2026-02-02 06:41:22
AUD326069,T126069,,None,,,Enforcement App,False,2026-01-27 10:53:25,SEN719,Occupied,Matched,2026-01-27 10:28:50
AUD326070,T126070,,None,,,Enforcement App,True,2026-01-23 17:39:36,SEN724,Occupied,Matched,2026-01-23 17:41:35
AUD326071,T126071,,None,,,Enforcement App,True,2026-02-20 01:57:22,SEN725,Occupied,Matched,2026-02-20 02:00:12
AUD326072,T126072,,None,,,Sensor Network,True,2025-11-29 18:19:45,SEN934,Occupied,Matched,2025-11-29 18:20:21
AUD326073,T126073,,None,,,Enforcement App,True,2025-12-15 03:15:35,SEN918,Occupied,Matched,2025-12-15 03:17:16
AUD326074,T126074,,None,,,Permit Portal,True,2025-12-09 10:52:15,SEN135,Occupied,Matched,2025-12-09 10:54:27
AUD326075,T126075,,None,,,Enforcement App,True,2025-11-10 17:34:52,SEN263,Occupied,Matched,2025-11-10 17:39:16
AUD326076,T126076,,None,,,Sensor Network,False,2026-01-22 03:45:32,SEN747,Occupied,Matched,2026-01-22 03:43:05
